NAME,MUNI_TYPE,POP_1990,POP_2000,POP_2010,Pop_Density_1990,Pop_Density_2000,Pop_Density_2010,Pop_Dens_change_90-00,Pop_Dens_change_00-10,Pop_Dens_change_90-10,Area_square_miles,Longitude,Latitude
Adams,town,4977,4782,5143,117.430,112.829,121.347,-4.601,8.518,3.917,42.383,-76.037914,43.851068
Addison,town,2645,2640,2595,103.005,102.810,101.058,-0.195,-1.752,-1.947,25.678,-77.240435,42.137179
Afton,town,2972,2977,2851,63.662,63.770,61.071,0.107,-2.699,-2.592,46.684,-75.52419,42.227546
Alabama,town,1998,1881,1869,38.406,36.157,35.927,-2.249,-0.231,-2.480,52.023,-78.387795,43.082029
Albany,city,101082,95658,97856,4609.456,4362.116,4462.347,-247.341,100.231,-147.109,21.929,-73.79855,42.666432
Albion,town,2043,2083,2073,42.721,43.558,43.349,0.836,-0.209,0.627,47.822,-76.031414,43.494674
Albion,town,8178,8042,8468,322.437,317.075,333.871,-5.362,16.796,11.434,25.363,-78.208041,43.232285
Alden,town,10372,10470,10865,300.131,302.967,314.397,2.836,11.430,14.266,34.558,-78.521041,42.911386
Alexander,town,2233,2451,2534,62.731,68.856,71.187,6.124,2.332,8.456,35.596,-78.250236,42.913706
Alexandria,town,3949,4097,4061,46.809,48.563,48.136,1.754,-0.427,1.328,84.365,-75.875388,44.314641
Alfred,town,5791,5140,5237,183.254,162.654,165.723,-20.601,3.070,-17.531,31.601,-77.789147,42.238555
Allegany,town,8327,8230,8004,115.302,113.959,110.830,-1.343,-3.129,-4.473,72.219,-78.521485,42.086948
Allen,town,406,462,448,11.092,12.622,12.240,1.530,-0.382,1.147,36.601,-78.015112,42.391384
Alma,town,846,847,842,23.167,23.195,23.058,0.027,-0.137,-0.110,36.517,-78.015105,42.042978
Almond,town,1640,1604,1633,35.833,35.046,35.680,-0.787,0.634,-0.153,45.768,-77.786575,42.344856
Altona,town,2775,3160,2887,27.369,31.167,28.474,3.797,-2.693,1.105,101.391,-73.666298,44.849769
Amboy,town,1010,1312,1263,26.767,34.771,33.472,8.004,-1.299,6.705,37.733,-75.931103,43.379248
Amenia,town,5195,4048,4436,118.997,92.724,101.612,-26.273,8.888,-17.386,43.656,-73.553593,41.824233
Amherst,town,111711,116510,122366,2084.432,2173.978,2283.246,89.545,109.268,198.813,53.593,-78.756981,43.011666
Amity,town,2255,2245,2308,65.142,64.853,66.673,-0.289,1.820,1.531,34.617,-78.016966,42.218307
Amsterdam,city,20714,18355,18620,3328.971,2949.853,2992.441,-379.118,42.588,-336.529,6.222,-74.19092,42.94212
Amsterdam,town,5962,5820,5566,196.626,191.943,183.566,-4.683,-8.377,-13.060,30.322,-74.166886,42.955185
Ancram,town,1510,1513,1573,35.331,35.401,36.805,0.070,1.404,1.474,42.739,-73.582205,42.035167
Andes,town,1291,1356,1301,11.519,12.099,11.608,0.580,-0.491,0.089,112.074,-74.790246,42.130595
Andover,town,1981,1945,1830,50.103,49.192,46.284,-0.910,-2.909,-3.819,39.539,-77.806673,42.151174
Angelica,town,1446,1411,1403,39.642,38.682,38.463,-0.960,-0.219,-1.179,36.477,-78.015229,42.3038
Annsville,town,2786,2956,3012,46.064,48.875,49.801,2.811,0.926,3.737,60.481,-75.622714,43.349135
Antwerp,town,1856,1793,1846,17.089,16.509,16.997,-0.580,0.488,-0.092,108.610,-75.602406,44.217106
Arcade,town,3938,4184,4205,83.575,88.795,89.241,5.221,0.446,5.666,47.120,-78.386262,42.563283
Arcadia,town,14855,14889,14244,284.867,285.519,273.150,0.652,-12.369,-11.717,52.147,-77.085769,43.087122
Argyle,town,3031,3688,3782,52.438,63.804,65.431,11.366,1.626,12.993,57.802,-73.469854,43.238192
Arietta,town,300,293,304,0.912,0.891,0.924,-0.021,0.033,0.012,329.023,-74.569685,43.52598
Arkwright,town,1040,1126,1061,29.081,31.486,29.668,2.405,-1.818,0.587,35.762,-79.23672,42.392023
Ashford,town,2162,2223,2132,42.059,43.246,41.475,1.187,-1.770,-0.584,51.404,-78.645293,42.441072
Ashland,town,1966,1951,1695,133.681,132.661,115.254,-1.020,-17.407,-18.427,14.707,-76.754247,42.024568
Ashland,town,803,752,784,32.144,30.102,31.383,-2.042,1.281,-0.761,24.981,-74.334266,42.319019
Athens,town,3561,3991,4089,123.286,138.173,141.566,14.887,3.393,18.280,28.884,-73.858122,42.280063
Attica,town,7383,6028,7702,204.661,167.100,213.504,-37.561,46.404,8.843,36.074,-78.2489,42.825721
Auburn,city,31258,28574,27687,3727.104,3407.073,3301.310,-320.032,-105.763,-425.795,8.387,-76.568377,42.933852
Augusta,town,2070,1966,2020,74.601,70.853,72.799,-3.748,1.946,-1.802,27.748,-75.502329,42.977163
Aurelius,town,2913,2936,2792,91.006,91.725,87.226,0.719,-4.499,-3.780,32.009,-76.669274,42.927667
Aurora,town,13433,13996,13782,368.107,383.535,377.671,15.428,-5.864,9.564,36.492,-78.637311,42.73817
Ausable,town,2870,3015,3146,65.506,68.816,71.806,3.310,2.990,6.300,43.812,-73.535185,44.5156
Austerlitz,town,1456,1453,1654,29.826,29.765,33.882,-0.061,4.118,4.056,48.816,-73.507615,42.312422
Ava,town,792,725,676,21.039,19.259,17.957,-1.780,-1.302,-3.081,37.645,-75.452634,43.421538
Avoca,town,2269,2314,2264,62.588,63.829,62.450,1.241,-1.379,-0.138,36.253,-77.447826,42.418132
Avon,town,6283,6443,7164,152.373,156.254,173.739,3.880,17.485,21.366,41.234,-77.734007,42.895492
Babylon,town,202889,211792,213603,1986.991,2074.182,2091.918,87.191,17.736,104.927,102.109,-73.354514,40.663359
Bainbridge,town,3445,3401,3308,99.065,97.800,95.125,-1.265,-2.674,-3.940,34.775,-75.476796,42.295878
Baldwin,town,829,853,832,32.118,33.048,32.234,0.930,-0.814,0.116,25.811,-76.663625,42.099605
Ballston,town,8078,8729,9776,267.813,289.395,324.107,21.583,34.712,56.294,30.163,-73.879691,42.954069
Bangor,town,2080,2147,2224,48.247,49.801,51.587,1.554,1.786,3.340,43.112,-74.430331,44.837544
Barker,town,2714,2738,2732,65.031,65.606,65.462,0.575,-0.144,0.431,41.734,-75.912734,42.280246
Barre,town,2093,2124,2025,38.007,38.570,36.772,0.563,-1.798,-1.235,55.068,-78.212912,43.172288
Barrington,town,1195,1396,1681,32.158,37.567,45.236,5.409,7.669,13.078,37.161,-77.048765,42.529768
Barton,town,8925,9066,8858,149.554,151.917,148.432,2.363,-3.485,-1.123,59.677,-76.498366,42.081368
Batavia,city,16310,16256,15465,3086.496,3076.277,2926.588,-10.219,-149.688,-159.907,5.284,-78.180058,42.998657
Batavia,town,6055,5915,6809,125.093,122.201,140.670,-2.892,18.470,15.577,48.404,-78.226065,43.001209
Bath,town,12724,12097,12379,132.142,125.630,128.559,-6.512,2.929,-3.583,96.291,-77.307833,42.321948
Beacon,city,13243,13808,15541,2726.993,2843.338,3200.197,116.345,356.859,473.203,4.856,-73.965404,41.503632
Bedford,town,16906,18133,17335,427.449,458.472,438.296,31.023,-20.177,10.847,39.551,-73.667446,41.224967
Beekman,town,10447,11452,14621,340.352,373.094,476.337,32.742,103.243,135.985,30.695,-73.694449,41.604148
Beekmantown,town,5108,5326,5545,73.447,76.582,79.731,3.135,3.149,6.284,69.546,-73.499576,44.772039
Belfast,town,1539,1714,1663,42.056,46.838,45.445,4.782,-1.394,3.389,36.594,-78.133197,42.30428
Bellmont,town,1246,1423,1434,7.460,8.520,8.585,1.060,0.066,1.126,167.026,-74.089689,44.748204
Bennington,town,3046,3349,3359,55.065,60.543,60.724,5.478,0.181,5.658,55.316,-78.396756,42.82463
Benson,town,168,201,192,2.017,2.413,2.305,0.396,-0.108,0.288,83.309,-74.351805,43.281549
Benton,town,2380,2640,2836,53.549,59.399,63.809,5.850,4.410,10.260,44.445,-77.051816,42.722439
Bergen,town,2794,3182,3120,101.408,115.491,113.240,14.082,-2.250,11.832,27.552,-77.971153,43.091935
Berkshire,town,1303,1366,1412,42.740,44.806,46.315,2.066,1.509,3.575,30.487,-76.177697,42.305301
Berlin,town,1929,1901,1880,31.980,31.516,31.168,-0.464,-0.348,-0.812,60.319,-73.373982,42.666892
Berne,town,3053,2846,2794,47.263,44.059,43.254,-3.205,-0.805,-4.010,64.596,-74.115917,42.592808
Bethany,town,1808,1760,1765,50.069,48.740,48.879,-1.329,0.138,-1.191,36.110,-78.13316,42.913841
Bethel,town,3693,4362,4255,41.059,48.497,47.307,7.438,-1.190,6.248,89.944,-74.850719,41.687676
Bethlehem,town,27552,31304,33656,557.788,633.747,681.363,75.959,47.616,123.575,49.395,-73.821415,42.584996
Big Flats,town,7596,7224,7731,167.658,159.448,170.638,-8.211,11.190,2.980,45.306,-76.913901,42.138803
Binghamton,city,53008,47380,47376,4783.834,4275.922,4275.561,-507.912,-0.361,-508.273,11.081,-75.909213,42.101441
Binghamton,town,5006,4969,4942,198.373,196.907,195.837,-1.466,-1.070,-2.536,25.235,-75.911697,42.041998
Birdsall,town,232,268,221,6.429,7.427,6.124,0.998,-1.302,-0.305,36.085,-77.897621,42.391511
Black Brook,town,1556,1660,1497,11.607,12.382,11.167,0.776,-1.216,-0.440,134.060,-73.794757,44.512143
Bleecker,town,515,573,533,8.673,9.649,8.976,0.977,-0.674,0.303,59.382,-74.383129,43.173465
Blenheim,town,332,330,377,9.697,9.639,11.012,-0.058,1.373,1.314,34.236,-74.489414,42.483626
Blooming Grove,town,16673,17351,18028,467.575,486.589,505.574,19.014,18.986,37.999,35.658,-74.183807,41.395002
Bolivar,town,2361,2223,2189,65.738,61.896,60.949,-3.842,-0.947,-4.789,35.915,-78.132708,42.043259
Bolton,town,1855,2117,2326,21.553,24.597,27.026,3.044,2.428,5.473,86.066,-73.653201,43.581416
Bombay,town,1158,1192,1357,20.381,20.980,23.884,0.598,2.904,3.502,56.817,-74.604533,44.941922
Boonville,town,4246,4572,4555,58.616,63.116,62.882,4.500,-0.235,4.266,72.438,-75.292886,43.466205
Boston,town,7445,7897,8023,207.689,220.298,223.813,12.609,3.515,16.124,35.847,-78.755512,42.652858
Bovina,town,550,664,633,12.261,14.803,14.112,2.541,-0.691,1.850,44.856,-74.758987,42.267774
Boylston,town,443,505,549,11.308,12.890,14.013,1.583,1.123,2.706,39.177,-75.96048,43.655307
Bradford,town,699,763,855,28.158,30.736,34.442,2.578,3.706,6.284,24.824,-77.132987,42.330916
Brandon,town,394,542,577,9.532,13.113,13.959,3.581,0.847,4.427,41.334,-74.418281,44.738204
Brant,town,2119,1906,2065,60.508,54.426,58.966,-6.082,4.540,-1.542,35.020,-79.031832,42.582133
Brasher,town,2124,2337,2512,23.093,25.409,27.312,2.316,1.903,4.219,91.974,-74.731514,44.876255
Bridgewater,town,1591,1671,1522,66.794,70.153,63.898,3.359,-6.255,-2.897,23.819,-75.25874,42.905726
Brighton,town,34455,35588,36609,2206.186,2278.733,2344.109,72.547,65.376,137.923,15.617,-77.583619,43.117511
Brighton,town,1511,1682,1435,18.238,20.302,17.320,2.064,-2.981,-0.917,82.851,-74.238785,44.480201
Bristol,town,2071,2421,2315,56.420,65.955,63.068,9.535,-2.888,6.647,36.707,-77.423762,42.806482
Broadalbin,town,4397,5066,5260,110.493,127.305,132.180,16.811,4.875,21.687,39.794,-74.157394,43.076474
Brookfield,town,2225,2403,2545,28.548,30.832,32.654,2.284,1.822,4.106,77.938,-75.343565,42.807812
Brookhaven,town,407779,448248,486040,798.932,878.220,952.263,79.288,74.043,153.331,510.405,-72.964017,40.846206
Broome,town,926,947,973,19.253,19.690,20.230,0.437,0.541,0.977,48.096,-74.292172,42.502902
Brownville,town,5604,5843,6263,76.908,80.188,85.952,3.280,5.764,9.044,72.866,-76.072113,44.021372
Brunswick,town,11093,11664,11941,249.318,262.151,268.377,12.833,6.226,19.059,44.493,-73.590201,42.755678
Brutus,town,5013,4777,4464,223.404,212.886,198.938,-10.517,-13.949,-24.466,22.439,-76.545513,43.045595
Buffalo,city,328123,292648,261310,6357.109,5669.811,5062.663,-687.299,-607.148,-1294.446,51.615,-78.857994,42.893153
Burke,town,1231,1359,1465,27.750,30.636,33.025,2.886,2.390,5.275,44.360,-74.182121,44.926192
Burlington,town,1036,1085,1140,23.067,24.158,25.383,1.091,1.225,2.316,44.912,-75.141595,42.721848
Burns,town,1299,1248,1180,47.690,45.817,43.321,-1.872,-2.496,-4.369,27.239,-77.781943,42.439427
Busti,town,8050,7760,7351,157.840,152.154,144.135,-5.686,-8.019,-13.706,51.001,-79.313813,42.049255
Butler,town,2152,2277,2064,57.912,61.275,55.543,3.364,-5.732,-2.368,37.160,-76.76829,43.174413
Butternuts,town,1626,1792,1786,29.915,32.969,32.859,3.054,-0.110,2.944,54.354,-75.321718,42.467537
Byron,town,2345,2493,2369,72.546,77.125,73.289,4.579,-3.836,0.742,32.324,-78.065335,43.085129
Cairo,town,5418,6355,6670,90.176,105.771,111.014,15.595,5.243,20.838,60.082,-74.020474,42.296482
Caledonia,town,4441,4567,4255,100.383,103.232,96.179,2.848,-7.052,-4.204,44.240,-77.828664,42.953377
Callicoon,town,3024,3052,3057,61.852,62.424,62.527,0.573,0.102,0.675,48.891,-74.921269,41.834119
Cambria,town,4779,5393,5839,120.153,135.590,146.803,15.437,11.213,26.650,39.774,-78.820246,43.176602
Cambridge,town,1938,2152,2021,53.279,59.162,55.560,5.883,-3.601,2.282,36.375,-73.447232,43.000762
Camden,town,5134,5028,4934,94.901,92.942,91.204,-1.959,-1.738,-3.697,54.098,-75.77951,43.343651
